기수	파일	원래 베트남어	원래 뜻	다듬은 낱말	다듬은 뜻	결과
20	20기 7회차 단어시험.xlsx	số	숫자 (number)	số	숫자	남김
20	20기 7회차 단어시험.xlsx	sở thích	취미 (hobby)	sở thích	취미	남김
20	20기 7회차 단어시험.xlsx	tính cách	성격 (peronality)	tính cách	성격	남김
20	20기 7회차 단어시험.xlsx	thời tiết	날씨 (weather)	thời tiết	날씨	남김
20	20기 7회차 단어시험.xlsx	phương hướng	방향 (direction)	phương hướng	방향	남김
20	20기 7회차 단어시험.xlsx	vật	물체 (stuff)	vật	물체	남김
20	20기 7회차 단어시험.xlsx	màu sắc	색상 (color)	màu sắc	색상	남김
20	20기 7회차 단어시험.xlsx	trắng	흰색 (white)	trắng	흰색	남김
20	20기 7회차 단어시험.xlsx	đen	검은색 (black)	đen	검은색	남김
20	20기 7회차 단어시험.xlsx	thể thao	스포츠 (sports)	thể thao	스포츠	남김
20	20기 7회차 단어시험.xlsx	trẻ em	어린아이들 (children)	trẻ em	어린아이들	남김
20	20기 7회차 단어시험.xlsx	chọn	선택하다 (choose)	chọn	선택하다	남김
20	20기 7회차 단어시험.xlsx	chiều	오후 (afternoon)	chiều	오후	남김
20	20기 7회차 단어시험.xlsx	một triệu	1백만 (1 million)	một triệu	1백만	남김
20	20기 7회차 단어시험.xlsx	trông	~처럼 보이다 (look like)	trông	처럼 보이다	남김
20	20기 7회차 단어시험.xlsx	trước khi	~전에 (before)	trước khi		문장·토막
20	20기 7회차 단어시험.xlsx	sau khi	~후에 (after)	sau khi		문장·토막
20	20기 7회차 단어시험.xlsx	(tại)sao	왜 (why)	tại)sao		문장·토막
20	20기 7회차 단어시험.xlsx	cho	~에게 (to)	cho	에게	남김
20	20기 7회차 단어시험.xlsx	thế còn	그렇다면 (so)	thế còn	그렇다면	남김
20	20기 7회차 단어시험.xlsx	từ~đến~	~부터~까지(시간) (from~ until~)	từ~đến	부터 / 까지(시간)	남김
20	20기 7회차 단어시험.xlsx	sinh năm	생년 (year of birth)	sinh năm	생년	남김
20	20기 7회차 단어시험.xlsx	tháng	월 (month)	tháng		문장·토막
20	20기 7회차 단어시험.xlsx	gia đình	가족 (family)	gia đình	가족	남김
20	20기 7회차 단어시험.xlsx	đều	모두 (all)	đều	모두	남김
20	20기 7회차 단어시험.xlsx	muốn	원하다 (want)	muốn	원하다	남김
20	20기 7회차 단어시험.xlsx	Tiếng Nhật	예습 / 일본어 japanese language	tiếng nhật	예습 / 일본어	남김
20	20기 7회차 단어시험.xlsx	Khó	어렵다 difficult	khó	어렵다	남김
20	20기 7회차 단어시험.xlsx	tiếng Anh	영어 english language	tiếng anh	영어	남김
20	20기 7회차 단어시험.xlsx	Dễ	쉽다 easy	dễ	쉽다	남김
20	20기 7회차 단어시험.xlsx	theo mình	내 의견으로는 in my opinion	theo mình	내 의견으로는	남김
20	20기 7회차 단어시험.xlsx	cao	크다,높다 high,tall	cao	크다,높다	남김
20	20기 7회차 단어시험.xlsx	Mét		mét		문장·토막
20	20기 7회차 단어시험.xlsx	chỉ	단지 only	chỉ	단지	남김
20	20기 7회차 단어시험.xlsx	thấp	짧다 short	thấp	짧다	남김
20	20기 7회차 단어시험.xlsx	dày	두껍다 thick	dày	두껍다	남김
20	20기 7회차 단어시험.xlsx	mỏng	얇다 thin	mỏng	얇다	남김
20	20기 7회차 단어시험.xlsx	tớ	나 I	tớ		문장·토막
20	20기 7회차 단어시험.xlsx	nhưng	하지만 but	nhưng	하지만	남김
20	20기 7회차 단어시험.xlsx	Bố	아빠 father	bố	아빠	남김
20	20기 7회차 단어시험.xlsx	Nhóm	무리 group	nhóm	무리	남김
20	20기 7회차 단어시험.xlsx	cuốn tiểu thuyết	소설책 fiction	cuốn tiểu thuyết	소설책	남김
20	20기 7회차 단어시험.xlsx	Ăn	먹다 to eat	ăn	먹다	남김
20	20기 7회차 단어시험.xlsx	uống	마시다 to drink	uống	마시다	남김
20	20기 7회차 단어시험.xlsx	ngủ	자다 to sleep	ngủ	자다	남김
20	20기 7회차 단어시험.xlsx	dậy	일어나다 to get up	dậy	일어나다	남김
20	20기 7회차 단어시험.xlsx	rộng	복습 / 넓다  wide	rộng	복습 / 넓다	남김
20	20기 7회차 단어시험.xlsx	dắt	비싸다  expensive	dắt	비싸다	남김
20	20기 7회차 단어시험.xlsx	trong	안에  inside	trong		문장·토막
20	20기 7회차 단어시험.xlsx	bộ ấm chén	차 주전자 세트  tea set	bộ ấm chén	차 주전자 세트	남김
20	20기 7회차 단어시험.xlsx	cái kính râm	v선글라스  sunglasses	cái kính râm	선글라스	남김
20	20기 7회차 단어시험.xlsx	cặp sách	책가방  school bag	cặp sách	책가방	남김
20	20기 7회차 단어시험.xlsx	thuốc	약  medicine	thuốc		문장·토막
20	20기 7회차 단어시험.xlsx	viên	알약  pill	viên	알약	남김
20	20기 7회차 단어시험.xlsx	đèn	전등  lamp/light	đèn	전등	남김
20	20기 7회차 단어시험.xlsx	của	~의 (것)  of (possessive)	của	의 (것)	남김
20	20기 80회차 단어시험.pdf	vịnh		vịnh		문장·토막
20	20기 80회차 단어시험.pdf	tàu	배, / 열차	tàu	배, / 열차	남김
20	20기 80회차 단어시험.pdf	vé		vé		문장·토막
20	20기 80회차 단어시험.pdf	đảo	섬	đảo		문장·토막
20	20기 80회차 단어시험.pdf	động		động		문장·토막
20	20기 80회차 단어시험.pdf	mét vuông	제곱미터	mét vuông	제곱미터	남김
20	20기 80회차 단어시험.pdf	lệ phí		lệ phí		남김
20	20기 80회차 단어시험.pdf	hành trình	여정, / 일정	hành trình	여정, / 일정	남김
20	20기 80회차 단어시험.pdf	đặt trước		đặt trước		남김
20	20기 80회차 단어시험.pdf	tăng	증가하다	tăng	증가하다	남김
20	20기 80회차 단어시험.pdf	lên (tàu)		lên tàu		문장·토막
20	20기 80회차 단어시험.pdf	bơi	수영하다	bơi	수영하다	남김
20	20기 80회차 단어시험.pdf	(famous		famous		문장·토막
20	20기 80회차 단어시험.pdf	thắng cảnh		thắng cảnh		남김
20	20기 80회차 단어시험.pdf	trọn gói	패키지 / 여행	trọn gói	패키지 / 여행	남김
20	20기 80회차 단어시험.pdf	cầu		cầu		문장·토막
20	20기 80회차 단어시험.pdf	hạn chế	제한하다, / 억제하다	hạn chế	제한하다, / 억제하다	남김
20	20기 80회차 단어시험.pdf	cạnh		cạnh		문장·토막
20	20기 80회차 단어시험.pdf	đáp ứng	부응/충족하다	đáp ứng	부응 / 충족하다	남김
20	20기 80회차 단어시험.pdf	cân nhắc		cân nhắc		남김
20	20기 80회차 단어시험.pdf	quyết định	결정하다	quyết định	결정하다	남김
20	20기 80회차 단어시험.pdf	phù hợp		phù hợp		문장·토막
20	20기 80회차 단어시험.pdf	nhộn nhịp	북적거리다, / 활기차다	nhộn nhịp	북적거리다, / 활기차다	남김
20	20기 80회차 단어시험.pdf	kỹ		kỹ		문장·토막
20	20기 80회차 단어시험.pdf	quản lý		quản lý		남김
20	20기 80회차 단어시험.pdf	chất lượng		chất lượng		문장·토막
20	20기 80회차 단어시험.pdf	phí		phí		남김
20	20기 80회차 단어시험.pdf	phát triển	개발하다	phát triển	개발하다	남김
20	20기 80회차 단어시험.pdf	hiệu quả		hiệu quả		문장·토막
20	20기 80회차 단어시험.pdf	cải thiện	개선하다	cải thiện	개선하다	남김
20	20기 80회차 단어시험.xlsx	vịnh	만 (bay)	vịnh		문장·토막
20	20기 80회차 단어시험.xlsx	tàu	배, 열차 (ship)	tàu	배, 열차	남김
20	20기 80회차 단어시험.xlsx	vé	표, 티켓 (ticket)	vé	표, 티켓	남김
20	20기 80회차 단어시험.xlsx	đảo	섬 (island)	đảo		문장·토막
20	20기 80회차 단어시험.xlsx	động	동굴 (cave)	động	동굴	남김
20	20기 80회차 단어시험.xlsx	mét vuông	제곱미터 ($m^2$)	mét vuông	제곱미터	남김
20	20기 80회차 단어시험.xlsx	lệ phí	수수료, 요금 (entrance fee)	lệ phí	수수료, 요금	남김
20	20기 80회차 단어시험.xlsx	hành trình	여정, 일정 (trip)	hành trình	여정, 일정	남김
20	20기 80회차 단어시험.xlsx	đặt trước	예약하다 (to reserve)	đặt trước	예약하다	남김
20	20기 80회차 단어시험.xlsx	tăng	증가하다 (to increase)	tăng	증가하다	남김
20	20기 80회차 단어시험.xlsx	lên (tàu)	(배에) 타다 (to get on the ship)	lên tàu	(배에) 타다	남김
20	20기 80회차 단어시험.xlsx	bơi	수영하다 (to swim)	bơi	수영하다	남김
20	20기 80회차 단어시험.xlsx	danh lam	명승지 (famous landscape)	danh lam	명승지	남김
20	20기 80회차 단어시험.xlsx	thắng cảnh	경승지 (beauty spot)	thắng cảnh	경승지	남김
20	20기 80회차 단어시험.xlsx	tua trọn gói	패키지 여행 (packed tour)	tua trọn gói	패키지 여행	남김
20	20기 80회차 단어시험.xlsx	nhu cầu	수요, 니즈 (need)	nhu cầu	수요, 니즈	남김
20	20기 80회차 단어시험.xlsx	hạn chế	제한하다, 억제하다 (to limit)	hạn chế	제한하다, 억제하다	남김
20	20기 80회차 단어시험.xlsx	cạnh tranh	경쟁하다 (to compete)	cạnh tranh	경쟁하다	남김
20	20기 80회차 단어시험.xlsx	đáp ứng	부응/충족하다 (to meet a need)	đáp ứng	부응 / 충족하다	남김
20	20기 80회차 단어시험.xlsx	cân nhắc	고려/숙고하다 (to consider)	cân nhắc	고려 / 숙고하다	남김
20	20기 80회차 단어시험.xlsx	quyết định	결정하다 (to decide)	quyết định	결정하다	남김
20	20기 80회차 단어시험.xlsx	phù hợp	적합하다, 부합하다 (suitable)	phù hợp	적합하다, 부합하다	남김
20	20기 80회차 단어시험.xlsx	nhộn nhịp	북적거리다, 활기차다 (bustling)	nhộn nhịp	북적거리다, 활기차다	남김
20	20기 80회차 단어시험.xlsx	kỹ	꼼꼼한, 신중한 (careful)	kỹ	꼼꼼한, 신중한	남김
20	20기 80회차 단어시험.xlsx	quản lý	관리하다 (to manage)	quản lý	관리하다	남김
20	20기 80회차 단어시험.xlsx	chất lượng	품질 (quality)	chất lượng	품질	남김
20	20기 80회차 단어시험.xlsx	chi phí	비용 (cost)	chi phí	비용	남김
20	20기 80회차 단어시험.xlsx	phát triển	개발하다 (to develop)	phát triển	개발하다	남김
20	20기 80회차 단어시험.xlsx	hiệu quả	효과적인 (effective)	hiệu quả	효과적인	남김
20	20기 80회차 단어시험.xlsx	cải thiện	개선하다 (to improve)	cải thiện	개선하다	남김
20	20기 80회차 단어시험.xlsx	quản lý	관리하다 (to manage)	quản lý	관리하다	남김
20	20기 81회차 단어시험 베트남.xlsx	chính xác	정확한 (exact)	chính xác	정확한	남김
20	20기 81회차 단어시험 베트남.xlsx	cạnh tranh	경쟁하다, 경쟁 (compete, competition)	cạnh tranh	경쟁하다, 경쟁	남김
20	20기 81회차 단어시험 베트남.xlsx	cân nhắc	고려하다 (consider)	cân nhắc	고려하다	남김
20	20기 81회차 단어시험 베트남.xlsx	quyết định	결정하다, 결정 (decide, decision)	quyết định	결정하다, 결정	남김
20	20기 81회차 단어시험 베트남.xlsx	phải đến	무려 ~나 되다 / ~에 이르다 (as many as, up to)	phải đến	무려 / 나 되다 / 에 이르다	남김
20	20기 81회차 단어시험 베트남.xlsx	cho nhau	서로에게 (to each other)	cho nhau	서로에게	남김
20	20기 81회차 단어시험 베트남.xlsx	đến nhau	서로 다가가다 (to each other, reach each other)	đến nhau	서로 다가가다	남김
20	20기 81회차 단어시험 베트남.xlsx	với nhau	서로 함께 (with each other)	với nhau	서로 함께	남김
20	20기 81회차 단어시험 베트남.xlsx	lẫn nhau	서로 간에 (each other, mutually)	lẫn nhau		문장·토막
20	20기 81회차 단어시험 베트남.xlsx	ủy ban	위원회 (committee)	ủy ban	위원회	남김
20	20기 81회차 단어시험 베트남.xlsx	công nhận	인정하다, 등재하다 (recognize, list)	công nhận	인정하다, 등재하다	남김
20	20기 81회차 단어시험 베트남.xlsx	đa dạng	다양한 (various)	đa dạng	다양한	남김
20	20기 81회차 단어시험 베트남.xlsx	hình dạng	형태, 모양 (shape, form)	hình dạng	형태, 모양	남김
20	20기 81회차 단어시험 베트남.xlsx	bờ biển	해안선 (coastline)	bờ biển	해안선	남김
20	20기 81회차 단어시험 베트남.xlsx	điểm du lịch nổi tiếng	유명한 관광지 (tourist destination)	điểm du lịch nổi tiếng	유명한 관광지	문장·토막
20	20기 81회차 단어시험 베트남.xlsx	diện tích	면적 (area)	diện tích	면적	남김
20	20기 81회차 단어시험 베트남.xlsx	giếng	우물 (well)	giếng	우물	남김
20	20기 81회차 단어시험 베트남.xlsx	sâu	깊다 (deep)	sâu	깊다	남김
20	20기 81회차 단어시험 베트남.xlsx	cảnh	풍경, 경치 (scenery)	cảnh	풍경, 경치	남김
20	20기 81회차 단어시험 베트남.xlsx	kỷ niệm	기념하다 (commemorate)	kỷ niệm	기념하다	남김
20	20기 81회차 단어시험 베트남.xlsx	cuộn phim	필름 (film roll)	cuộn phim	필름	남김
20	20기 81회차 단어시험 베트남.xlsx	đỉnh	정상, 꼭대기 (summit)	đỉnh	정상, 꼭대기	남김
20	20기 81회차 단어시험 베트남.xlsx	du khách	관광객 (tourist)	du khách	관광객	남김
20	20기 81회차 단어시험 베트남.xlsx	phương tiện	교통수단 (transport)	phương tiện	교통수단	남김
20	20기 81회차 단어시험 베트남.xlsx	hòn than	숯덩이, 숯 (charcoal)	hòn than	숯덩이, 숯	남김
20	20기 81회차 단어시험 베트남.xlsx	sên	달팽이 (snail)	sên		문장·토막
20	20기 81회차 단어시험 베트남.xlsx	voi	코끼리 (elephant)	voi	코끼리	남김
20	20기 81회차 단어시험 베트남.xlsx	chớp	번개, 섬광 (flash, lightning)	chớp	번개, 섬광	남김
20	20기 81회차 단어시험 베트남.xlsx	tuyết	눈, 눈송이 (snow)	tuyết		문장·토막
20	20기 81회차 단어시험 베트남.xlsx	uốn cong	구부리다, 휘게 하다 (bend, curve)	uốn cong	구부리다, 휘게 하다	남김
20	20기 82회차 단어시험 베트남.xlsx	thùng	상자 (box)	thùng	상자	남김
20	20기 82회차 단어시험 베트남.xlsx	cắc cớ	까다로운 (tricky)	cắc cớ	까다로운	남김
20	20기 82회차 단어시험 베트남.xlsx	đỉnh	정상 (peak)	đỉnh	정상	남김
20	20기 82회차 단어시험 베트남.xlsx	làng	마을 (village)	làng		문장·토막
20	20기 82회차 단어시험 베트남.xlsx	rừng	숲 (forest)	rừng		문장·토막
20	20기 82회차 단어시험 베트남.xlsx	đảo	섬 (island)	đảo		문장·토막
20	20기 82회차 단어시험 베트남.xlsx	mét vuông	제곱미터 (square meter)	mét vuông	제곱미터	남김
20	20기 82회차 단어시험 베트남.xlsx	lệ phí	입장료 (entrance fee)	lệ phí	입장료	남김
20	20기 82회차 단어시험 베트남.xlsx	hành trình	일정 (schedule)	hành trình	일정	남김
20	20기 82회차 단어시험 베트남.xlsx	đặt trước	예약하다 (book)	đặt trước	예약하다	남김
20	20기 82회차 단어시험 베트남.xlsx	tăng	증가하다 (increase)	tăng	증가하다	남김
20	20기 82회차 단어시험 베트남.xlsx	chính xác	정확한 (exact)	chính xác	정확한	남김
20	20기 82회차 단어시험 베트남.xlsx	đi đò	배를 타다 (take a boat)	đi đò	배를 타다	남김
20	20기 82회차 단어시험 베트남.xlsx	danh lam	명소 (attraction)	danh lam	명소	남김
20	20기 82회차 단어시험 베트남.xlsx	thắng cảnh	명승지 (beauty spot)	thắng cảnh	명승지	남김
20	20기 82회차 단어시험 베트남.xlsx	tua trọn gói	패키지 여행 (packed tour)	tua trọn gói	패키지 여행	남김
20	20기 82회차 단어시험 베트남.xlsx	phê bình	비판하다 (criticize)	phê bình	비판하다	남김
